Transaction_ID,Date,Time,Amount,Merchant,Category,Fraud,Fraud_Reason
T00378,2025-06-29,20:36,903,eBay,Entertainment,0,Legitimate
T00379,2025-02-16,18:53,808,Uber,Entertainment,0,Legitimate
T00380,2025-02-23,02:43,1837,Starbucks,Groceries,1,Odd transaction hour
T00381,2025-03-26,13:28,112,Amazon,Dining,0,Legitimate
T00382,2025-06-02,20:51,27319,eBay,Luxury,1,Risky category
T00383,2025-06-21,11:32,1684,BestBuy,Fuel,0,Legitimate
T00384,2025-01-03,12:08,1238,Uber,Fuel,0,Legitimate
T00385,2025-06-30,23:59,33792,Amazon,Gambling,1,"Odd transaction hour, Risky category"
T00386,2025-04-28,09:28,1714,Apple,Groceries,0,Legitimate
T00387,2025-04-18,00:25,796,Apple,Electronics,1,Odd transaction hour
T00388,2025-08-06,09:11,325,Starbucks,Groceries,0,Legitimate
T00389,2025-07-24,02:07,1128,Nike,Clothing,1,Odd transaction hour
T00390,2025-07-22,03:40,1307,Nike,Groceries,1,Odd transaction hour
T00391,2025-06-11,17:17,981,Uber,Electronics,0,Legitimate
T00392,2025-03-06,14:42,2156,Starbucks,Luxury,1,Risky category
T00393,2025-03-22,06:43,69006,Amazon,Luxury,1,"High-value transaction, Risky category"
T00394,2025-02-10,03:51,53898,Walmart,Luxury,1,"High-value transaction, Odd transaction hour, Risky category"
T00395,2025-02-07,02:45,1066,Target,Electronics,1,Odd transaction hour
T00396,2025-01-16,23:32,1413,Target,Entertainment,1,Odd transaction hour
T00397,2025-04-11,00:00,102,Uber,Fuel,1,Odd transaction hour
T00398,2025-06-27,00:34,15000,Amazon,Gambling,1,"Odd transaction hour, Risky category"
T00399,2025-07-17,03:56,1624,Target,Entertainment,1,Odd transaction hour
T00400,2025-01-16,06:46,1447,Amazon,Groceries,0,Legitimate
T00401,2025-01-18,06:02,180,Walmart,Groceries,0,Legitimate
T00402,2025-08-28,09:25,35052,Nike,Gambling,1,Risky category
T00403,2025-06-21,06:43,1594,eBay,Electronics,0,Legitimate
T00404,2025-01-31,15:12,27004,Apple,Gambling,1,Risky category
T00405,2025-08-26,15:26,920,BestBuy,Clothing,0,Legitimate
T00406,2025-01-22,09:54,1270,Starbucks,Electronics,0,Legitimate
T00407,2025-08-10,16:06,1368,eBay,Groceries,0,Legitimate
T00408,2025-05-04,19:39,57160,eBay,Luxury,1,"High-value transaction, Risky category"
T00409,2025-02-10,07:17,27711,Starbucks,Gambling,1,Risky category
T00410,2025-02-08,06:52,957,eBay,Entertainment,0,Legitimate
T00411,2025-04-26,10:43,442,Amazon,Groceries,0,Legitimate
T00412,2025-08-29,09:25,751,Walmart,Clothing,0,Legitimate
T00413,2025-02-23,02:11,1796,Nike,Dining,1,Odd transaction hour
T00414,2025-08-13,20:51,119,Target,Entertainment,0,Legitimate
T00415,2025-05-07,14:13,1752,Amazon,Groceries,0,Legitimate
T00416,2025-01-18,13:53,1608,Shell,Dining,0,Legitimate
T00417,2025-01-28,16:38,1249,Target,Fuel,0,Legitimate
T00418,2025-05-24,21:37,1412,Walmart,Fuel,0,Legitimate
T00419,2025-06-30,10:21,39273,Shell,Gambling,1,Risky category
T00420,2025-04-19,22:34,1161,Target,Clothing,0,Legitimate
T00421,2025-03-28,09:56,1593,Shell,Groceries,0,Legitimate
T00422,2025-07-04,16:15,583,Shell,Electronics,0,Legitimate
T00423,2025-02-15,16:07,1814,Starbucks,Fuel,0,Legitimate
T00424,2025-03-29,23:19,1167,eBay,Clothing,1,Odd transaction hour
T00425,2025-08-05,23:24,334,Apple,Groceries,1,Odd transaction hour
T00426,2025-02-09,08:23,1741,Uber,Entertainment,0,Legitimate
T00427,2025-01-07,13:54,1188,Amazon,Entertainment,0,Legitimate
T00428,2025-03-22,08:47,725,Uber,Electronics,0,Legitimate
T00429,2025-03-26,05:30,24119,Nike,Luxury,1,"Odd transaction hour, Risky category"
T00430,2025-03-07,21:39,739,Target,Clothing,0,Legitimate
T00431,2025-03-29,13:52,44466,Target,Gambling,1,Risky category
T00432,2025-01-01,09:47,894,Walmart,Groceries,0,Legitimate
T00433,2025-06-29,23:05,324,Shell,Dining,1,Odd transaction hour
T00434,2025-02-27,22:16,1744,Apple,Entertainment,0,Legitimate
T00435,2025-02-21,20:49,844,Nike,Dining,0,Legitimate
T00436,2025-01-13,16:58,1857,Walmart,Fuel,0,Legitimate
T00437,2025-07-10,00:12,779,Shell,Clothing,1,Odd transaction hour
T00438,2025-01-15,17:01,1872,Apple,Fuel,0,Legitimate
T00439,2025-05-05,17:24,1555,Starbucks,Fuel,0,Legitimate
T00440,2025-06-28,00:35,25322,Nike,Luxury,1,"Odd transaction hour, Risky category"
T00441,2025-03-06,21:33,1489,BestBuy,Groceries,0,Legitimate
T00442,2025-02-18,14:57,32562,Shell,Gambling,1,Risky category
T00443,2025-08-05,21:43,62871,Target,Luxury,1,"High-value transaction, Risky category"
T00444,2025-01-11,17:05,488,eBay,Electronics,0,Legitimate
T00445,2025-01-26,22:39,23789,Starbucks,Gambling,1,Risky category
T00446,2025-03-29,06:11,29848,BestBuy,Gambling,1,Risky category
T00447,2025-02-15,06:54,1758,Target,Groceries,0,Legitimate
T00448,2025-01-21,18:24,1647,Nike,Groceries,0,Legitimate
T00449,2025-08-30,17:54,43295,eBay,Gambling,1,Risky category
T00450,2025-01-11,19:59,487,BestBuy,Dining,0,Legitimate
T00451,2025-03-17,08:39,123,Starbucks,Dining,0,Legitimate
T00452,2025-03-13,20:50,1675,Apple,Entertainment,0,Legitimate
T00453,2025-03-01,00:56,1900,Target,Dining,1,Odd transaction hour
T00454,2025-02-27,16:48,4982,Uber,Gambling,1,Risky category
T00455,2025-01-25,11:26,1537,Apple,Groceries,0,Legitimate
T00456,2025-01-24,07:59,149,Target,Clothing,0,Legitimate
T00457,2025-04-27,08:00,1827,Target,Entertainment,0,Legitimate
T00458,2025-08-02,04:12,32088,Target,Gambling,1,"Odd transaction hour, Risky category"
T00459,2025-04-20,16:32,1474,Nike,Electronics,0,Legitimate
T00460,2025-08-31,09:40,1832,Uber,Electronics,0,Legitimate
T00461,2025-06-24,19:49,1350,Uber,Dining,0,Legitimate
T00462,2025-04-05,12:55,1355,Target,Entertainment,0,Legitimate
T00463,2025-07-15,13:43,1961,Apple,Groceries,0,Legitimate
T00464,2025-03-10,09:48,562,eBay,Fuel,0,Legitimate
T00465,2025-08-22,01:50,293,Starbucks,Dining,1,Odd transaction hour
T00466,2025-06-20,01:10,626,Target,Fuel,1,Odd transaction hour
T00467,2025-03-09,12:41,647,Amazon,Clothing,0,Legitimate
T00468,2025-07-23,01:51,1132,Nike,Electronics,1,Odd transaction hour
T00469,2025-07-14,06:35,892,Walmart,Electronics,0,Legitimate
T00470,2025-08-09,16:28,601,Nike,Dining,0,Legitimate
T00471,2025-04-15,18:50,5386,Uber,Gambling,1,Risky category
T00472,2025-01-21,06:25,1402,BestBuy,Electronics,0,Legitimate
T00473,2025-02-24,04:54,96,Walmart,Dining,1,Odd transaction hour
T00474,2025-08-28,04:13,12587,Shell,Luxury,1,"Odd transaction hour, Risky category"
T00475,2025-01-26,04:15,802,Nike,Entertainment,1,Odd transaction hour
T00476,2025-03-25,18:55,1078,Target,Dining,0,Legitimate
T00477,2025-04-06,01:47,984,Uber,Clothing,1,Odd transaction hour
T00478,2025-02-02,01:41,1110,Uber,Fuel,1,Odd transaction hour
T00479,2025-01-14,12:25,1008,BestBuy,Electronics,0,Legitimate
T00480,2025-01-16,12:32,1296,Apple,Groceries,0,Legitimate
T00481,2025-06-27,10:31,12792,Amazon,Gambling,1,Risky category
T00482,2025-01-21,08:41,564,Nike,Entertainment,0,Legitimate
T00483,2025-02-22,17:12,1082,Walmart,Groceries,0,Legitimate
T00484,2025-06-16,21:06,1991,Shell,Dining,0,Legitimate
T00485,2025-04-06,18:05,1758,Starbucks,Groceries,0,Legitimate
T00486,2025-08-29,03:00,670,Target,Groceries,1,Odd transaction hour
T00487,2025-02-17,19:44,1473,Starbucks,Fuel,0,Legitimate
T00488,2025-02-27,10:43,891,Starbucks,Entertainment,0,Legitimate
T00489,2025-03-18,18:22,12176,Shell,Gambling,1,Risky category
T00490,2025-02-23,14:38,1419,Target,Electronics,0,Legitimate
T00491,2025-07-28,20:26,1627,eBay,Electronics,0,Legitimate
T00492,2025-01-03,08:44,188,Nike,Dining,0,Legitimate
T00493,2025-01-13,12:31,1100,Nike,Entertainment,0,Legitimate
T00494,2025-02-25,21:31,907,eBay,Clothing,0,Legitimate
T00495,2025-06-12,06:48,681,Uber,Electronics,0,Legitimate
T00496,2025-07-29,06:33,26631,Target,Luxury,1,Risky category
T00497,2025-08-23,20:31,1076,Shell,Electronics,0,Legitimate
T00498,2025-05-30,09:44,936,Uber,Electronics,0,Legitimate
T00499,2025-05-15,06:06,30790,Amazon,Luxury,1,Risky category
T00500,2025-04-08,02:15,47973,eBay,Gambling,1,"Odd transaction hour, Risky category"
T00501,2025-05-22,09:08,35897,Shell,Luxury,1,Risky category
T00502,2025-05-02,10:46,392,Starbucks,Entertainment,0,Legitimate
T00503,2025-07-04,08:27,77,Starbucks,Groceries,0,Legitimate
T00504,2025-01-18,06:41,13069,Walmart,Luxury,1,Risky category
T00505,2025-06-05,13:30,7695,Walmart,Luxury,1,Risky category
T00506,2025-06-21,19:24,40302,BestBuy,Luxury,1,Risky category
T00507,2025-05-22,19:21,1393,Walmart,Fuel,0,Legitimate
T00508,2025-08-08,07:44,1813,BestBuy,Clothing,0,Legitimate
T00509,2025-07-17,23:11,583,eBay,Groceries,1,Odd transaction hour
T00510,2025-05-27,07:04,1237,Uber,Entertainment,0,Legitimate
T00511,2025-07-02,10:29,182,Target,Groceries,0,Legitimate
T00512,2025-03-31,13:23,439,Amazon,Fuel,0,Legitimate
T00513,2025-02-16,09:30,44464,Walmart,Gambling,1,Risky category
T00514,2025-03-14,09:18,1819,BestBuy,Fuel,0,Legitimate
T00515,2025-06-25,22:34,1176,Target,Entertainment,0,Legitimate
T00516,2025-08-29,10:54,1067,eBay,Entertainment,0,Legitimate
T00517,2025-06-14,00:27,1021,BestBuy,Electronics,1,Odd transaction hour
T00518,2025-06-12,11:56,1436,BestBuy,Entertainment,0,Legitimate
T00519,2025-03-13,01:09,317,BestBuy,Electronics,1,Odd transaction hour
T00520,2025-03-07,11:53,19132,Nike,Gambling,1,Risky category
T00521,2025-03-27,13:01,67646,Target,Luxury,1,"High-value transaction, Risky category"
T00522,2025-05-02,05:04,1580,Shell,Groceries,1,Odd transaction hour
T00523,2025-07-20,20:30,1244,Uber,Groceries,0,Legitimate
T00524,2025-01-18,16:45,241,Shell,Clothing,0,Legitimate
T00525,2025-06-24,01:59,1091,Target,Groceries,1,Odd transaction hour
T00526,2025-06-25,22:18,1423,Nike,Groceries,0,Legitimate
T00527,2025-01-02,11:16,39038,Nike,Gambling,1,Risky category
T00528,2025-07-04,23:52,44892,Apple,Gambling,1,"Odd transaction hour, Risky category"
T00529,2025-05-11,07:53,1371,Target,Clothing,0,Legitimate
T00530,2025-01-16,14:43,15022,Shell,Luxury,1,Risky category
T00531,2025-03-24,19:46,287,Target,Dining,0,Legitimate
T00532,2025-08-10,11:43,1714,BestBuy,Dining,0,Legitimate
T00533,2025-02-12,21:33,1921,Shell,Entertainment,0,Legitimate
T00534,2025-07-08,20:53,275,Apple,Clothing,0,Legitimate
T00535,2025-03-17,06:01,9673,eBay,Luxury,1,Risky category
T00536,2025-03-02,01:03,1622,Shell,Fuel,1,Odd transaction hour
T00537,2025-08-08,08:58,1114,eBay,Entertainment,0,Legitimate
T00538,2025-06-06,22:52,1002,Apple,Clothing,0,Legitimate
T00539,2025-01-18,04:40,625,BestBuy,Groceries,1,Odd transaction hour
T00540,2025-03-15,23:15,1017,Uber,Electronics,1,Odd transaction hour
T00541,2025-07-23,05:50,32411,Apple,Luxury,1,"Odd transaction hour, Risky category"
T00542,2025-06-01,02:50,899,BestBuy,Groceries,1,Odd transaction hour
T00543,2025-04-26,14:40,607,eBay,Clothing,0,Legitimate
T00544,2025-08-02,09:57,1998,Apple,Entertainment,0,Legitimate
T00545,2025-03-06,21:51,1168,Walmart,Dining,0,Legitimate
T00546,2025-04-07,09:55,743,eBay,Groceries,0,Legitimate
T00547,2025-03-14,01:18,1540,Apple,Entertainment,1,Odd transaction hour
T00548,2025-08-05,22:57,1401,Uber,Clothing,0,Legitimate
T00549,2025-04-03,21:29,956,Nike,Electronics,0,Legitimate
T00550,2025-08-05,09:31,1738,Uber,Electronics,0,Legitimate
T00551,2025-03-23,23:28,30632,eBay,Gambling,1,"Odd transaction hour, Risky category"
T00552,2025-01-02,18:57,585,Nike,Groceries,0,Legitimate
T00553,2025-01-16,01:29,311,Uber,Electronics,1,Odd transaction hour
T00554,2025-03-10,00:54,1558,eBay,Groceries,1,Odd transaction hour
T00555,2025-06-16,05:42,671,Shell,Fuel,1,Odd transaction hour
T00556,2025-03-30,04:07,36253,eBay,Luxury,1,"Odd transaction hour, Risky category"
T00557,2025-02-08,19:15,38771,Walmart,Gambling,1,Risky category
T00558,2025-07-09,21:51,646,Starbucks,Dining,0,Legitimate
T00559,2025-08-31,20:44,36111,Apple,Gambling,1,Risky category
T00560,2025-01-04,03:49,881,Apple,Electronics,1,Odd transaction hour
T00561,2025-03-12,20:54,1472,Uber,Electronics,0,Legitimate
T00562,2025-03-23,08:24,57,Walmart,Entertainment,0,Legitimate
T00563,2025-06-14,02:46,318,Shell,Fuel,1,Odd transaction hour
T00564,2025-04-10,19:37,1776,Starbucks,Fuel,0,Legitimate
T00565,2025-06-18,08:03,700,Apple,Entertainment,0,Legitimate
T00566,2025-01-02,20:44,1406,BestBuy,Groceries,0,Legitimate
T00567,2025-01-17,18:57,708,Walmart,Fuel,0,Legitimate
T00568,2025-02-11,08:22,1480,Amazon,Fuel,0,Legitimate
T00569,2025-04-25,11:41,1545,Uber,Electronics,0,Legitimate
T00570,2025-07-14,13:18,47284,Uber,Luxury,1,Risky category
T00571,2025-07-17,00:08,1071,Starbucks,Fuel,1,Odd transaction hour
T00572,2025-07-02,18:57,920,Uber,Dining,0,Legitimate
T00573,2025-06-16,07:54,571,Walmart,Groceries,0,Legitimate
T00574,2025-04-05,08:23,40663,Starbucks,Gambling,1,Risky category
T00575,2025-05-08,13:59,21728,Apple,Gambling,1,Risky category
T00576,2025-06-08,07:01,473,Walmart,Dining,0,Legitimate
T00577,2025-03-28,19:24,1759,eBay,Electronics,0,Legitimate
T00578,2025-01-12,09:47,463,BestBuy,Clothing,0,Legitimate
T00579,2025-01-24,14:33,1134,Apple,Fuel,0,Legitimate
T00580,2025-01-13,20:31,618,Nike,Dining,0,Legitimate
T00581,2025-03-05,02:59,1968,Nike,Entertainment,1,Odd transaction hour
T00582,2025-05-19,16:13,535,eBay,Dining,0,Legitimate
T00583,2025-03-10,23:53,23408,Uber,Gambling,1,"Odd transaction hour, Risky category"
T00584,2025-03-21,23:44,1633,Shell,Clothing,1,Odd transaction hour
T00585,2025-06-30,00:33,963,BestBuy,Dining,1,Odd transaction hour
T00586,2025-07-04,16:35,134,Apple,Groceries,0,Legitimate
T00587,2025-04-05,14:10,29961,Starbucks,Luxury,1,Risky category
T00588,2025-06-05,04:29,515,Walmart,Entertainment,1,Odd transaction hour
T00589,2025-01-17,20:38,1899,Target,Clothing,0,Legitimate
T00590,2025-02-13,20:29,277,Nike,Dining,0,Legitimate
T00591,2025-06-29,06:48,1895,BestBuy,Dining,0,Legitimate
T00592,2025-06-12,13:41,19981,Nike,Luxury,1,Risky category
T00593,2025-04-18,14:47,363,Walmart,Clothing,0,Legitimate
T00594,2025-05-31,12:00,1217,Uber,Electronics,0,Legitimate
T00595,2025-03-30,15:09,76,BestBuy,Entertainment,0,Legitimate
T00596,2025-07-25,16:46,1111,Walmart,Electronics,0,Legitimate
T00597,2025-07-06,16:37,28169,Amazon,Luxury,1,Risky category
T00598,2025-05-29,13:11,39407,Target,Luxury,1,Risky category
T00599,2025-01-18,00:44,703,eBay,Entertainment,1,Odd transaction hour
T00600,2025-06-29,18:53,1014,Amazon,Electronics,0,Legitimate
T00601,2025-08-19,05:49,1494,Target,Dining,1,Odd transaction hour
T00602,2025-02-22,04:08,1815,Shell,Groceries,1,Odd transaction hour
T00603,2025-04-13,07:12,775,Uber,Entertainment,0,Legitimate
T00604,2025-07-06,17:37,20764,Walmart,Gambling,1,Risky category
T00605,2025-01-21,03:17,397,Nike,Dining,1,Odd transaction hour
T00606,2025-06-02,10:17,43326,Nike,Gambling,1,Risky category
T00607,2025-02-16,07:33,263,BestBuy,Entertainment,0,Legitimate
T00608,2025-07-26,15:24,1817,Target,Groceries,0,Legitimate
T00609,2025-05-08,22:03,455,Walmart,Clothing,0,Legitimate
T00610,2025-05-20,08:18,1992,Nike,Groceries,0,Legitimate
T00611,2025-01-05,10:40,72,Starbucks,Entertainment,0,Legitimate
T00612,2025-07-07,06:50,796,Uber,Clothing,0,Legitimate
T00613,2025-06-05,20:05,506,Nike,Groceries,0,Legitimate
T00614,2025-08-27,06:23,1206,Uber,Fuel,0,Legitimate
T00615,2025-04-19,04:02,165,Starbucks,Electronics,1,Odd transaction hour
T00616,2025-02-26,16:33,33744,Target,Luxury,1,Risky category
T00617,2025-04-28,00:47,1437,Amazon,Electronics,1,Odd transaction hour
T00618,2025-01-03,00:18,1386,BestBuy,Fuel,1,Odd transaction hour
T00619,2025-03-06,23:01,1582,Target,Clothing,1,Odd transaction hour
T00620,2025-05-12,21:02,1624,Apple,Electronics,0,Legitimate
T00621,2025-02-07,11:41,828,Target,Electronics,0,Legitimate
T00622,2025-07-21,21:51,421,Starbucks,Fuel,0,Legitimate
T00623,2025-07-29,04:19,574,Walmart,Electronics,1,Odd transaction hour
T00624,2025-07-08,07:12,96,Target,Dining,0,Legitimate
T00625,2025-06-01,04:49,1625,Apple,Entertainment,1,Odd transaction hour
T00626,2025-02-09,03:54,49339,Walmart,Luxury,1,"Odd transaction hour, Risky category"
T00627,2025-05-05,07:10,1175,Uber,Groceries,0,Legitimate
T00628,2025-03-05,17:41,1467,Target,Dining,0,Legitimate
T00629,2025-06-09,03:12,1091,Starbucks,Entertainment,1,Odd transaction hour
T00630,2025-05-18,08:30,1885,Shell,Entertainment,0,Legitimate
T00631,2025-02-11,10:17,1805,eBay,Electronics,0,Legitimate
T00632,2025-05-22,13:37,256,eBay,Fuel,0,Legitimate
T00633,2025-03-01,02:21,63879,Uber,Luxury,1,"High-value transaction, Odd transaction hour, Risky category"
T00634,2025-01-06,03:48,411,eBay,Clothing,1,Odd transaction hour
T00635,2025-06-05,17:44,412,Nike,Dining,0,Legitimate
T00636,2025-06-25,19:04,1569,Apple,Dining,0,Legitimate
T00637,2025-03-05,19:44,309,eBay,Clothing,0,Legitimate
T00638,2025-08-11,15:52,617,Walmart,Electronics,0,Legitimate
T00639,2025-04-15,10:07,1782,Starbucks,Electronics,0,Legitimate
T00640,2025-03-14,07:18,1798,Apple,Electronics,0,Legitimate
T00641,2025-04-05,22:52,969,Amazon,Groceries,0,Legitimate
T00642,2025-06-25,04:11,1580,BestBuy,Fuel,1,Odd transaction hour
T00643,2025-03-05,10:26,14267,Nike,Gambling,1,Risky category
T00644,2025-05-25,22:46,660,Target,Clothing,0,Legitimate
T00645,2025-06-09,02:34,1221,BestBuy,Groceries,1,Odd transaction hour
T00646,2025-02-06,11:53,54112,Shell,Luxury,1,"High-value transaction, Risky category"
T00647,2025-04-07,16:07,1443,BestBuy,Dining,0,Legitimate
T00648,2025-05-25,22:19,1518,Uber,Fuel,0,Legitimate
T00649,2025-04-26,19:28,400,eBay,Fuel,0,Legitimate
T00650,2025-04-24,06:50,48752,Uber,Luxury,1,Risky category
T00651,2025-02-21,14:33,1570,Nike,Entertainment,0,Legitimate
T00652,2025-01-11,01:44,423,Target,Groceries,1,Odd transaction hour
T00653,2025-02-17,16:31,1832,BestBuy,Electronics,0,Legitimate
T00654,2025-05-14,22:18,892,Starbucks,Fuel,0,Legitimate
T00655,2025-06-22,15:06,17742,Nike,Luxury,1,Risky category
T00656,2025-03-18,17:00,653,Target,Electronics,0,Legitimate
T00657,2025-06-03,18:15,12659,Nike,Luxury,1,Risky category
T00658,2025-03-10,15:24,1243,Apple,Electronics,0,Legitimate
T00659,2025-01-30,00:54,469,Amazon,Groceries,1,Odd transaction hour
T00660,2025-01-19,14:50,958,BestBuy,Groceries,0,Legitimate
T00661,2025-02-15,15:41,735,BestBuy,Fuel,0,Legitimate
T00662,2025-01-02,22:54,39227,Shell,Gambling,1,Risky category
T00663,2025-02-25,02:45,1981,Starbucks,Groceries,1,Odd transaction hour
T00664,2025-01-25,23:02,1545,BestBuy,Electronics,1,Odd transaction hour
T00665,2025-01-18,04:50,928,Starbucks,Entertainment,1,Odd transaction hour
T00666,2025-07-16,09:06,1994,Target,Entertainment,0,Legitimate
T00667,2025-08-09,04:51,226,Nike,Fuel,1,Odd transaction hour
T00668,2025-02-15,17:30,50,Starbucks,Electronics,0,Legitimate
T00669,2025-07-29,15:21,1617,Starbucks,Entertainment,0,Legitimate
T00670,2025-07-03,12:05,44124,Target,Gambling,1,Risky category
T00671,2025-03-06,01:04,762,Amazon,Electronics,1,Odd transaction hour
T00672,2025-02-01,02:33,35481,Amazon,Gambling,1,"Odd transaction hour, Risky category"
T00673,2025-07-31,00:13,1349,Nike,Dining,1,Odd transaction hour
T00674,2025-08-22,03:21,668,Starbucks,Fuel,1,Odd transaction hour
T00675,2025-06-04,13:42,777,Amazon,Fuel,0,Legitimate
T00676,2025-06-24,21:00,1958,Apple,Electronics,0,Legitimate
T00677,2025-01-30,19:02,582,Amazon,Fuel,0,Legitimate
T00678,2025-07-02,06:52,1171,Apple,Groceries,0,Legitimate
T00679,2025-08-21,09:07,1658,Amazon,Dining,0,Legitimate
T00680,2025-08-28,03:00,1016,Shell,Clothing,1,Odd transaction hour
T00681,2025-05-28,19:10,1058,Target,Luxury,1,Risky category
T00682,2025-03-03,22:38,1436,Target,Entertainment,0,Legitimate
T00683,2025-02-17,01:45,32083,Starbucks,Gambling,1,"Odd transaction hour, Risky category"
T00684,2025-03-11,04:47,38777,Apple,Luxury,1,"Odd transaction hour, Risky category"
T00685,2025-02-20,00:14,1529,Nike,Dining,1,Odd transaction hour
T00686,2025-06-25,05:22,60463,Nike,Luxury,1,"High-value transaction, Odd transaction hour, Risky category"
T00687,2025-01-23,22:45,1766,Apple,Electronics,0,Legitimate
T00688,2025-05-10,10:44,1145,Starbucks,Clothing,0,Legitimate
T00689,2025-08-09,10:39,739,Nike,Clothing,0,Legitimate
T00690,2025-03-03,07:31,376,Walmart,Electronics,0,Legitimate
T00691,2025-08-21,07:43,6763,Nike,Gambling,1,Risky category
T00692,2025-01-04,20:01,1948,BestBuy,Dining,0,Legitimate
T00693,2025-01-17,09:04,958,Starbucks,Groceries,0,Legitimate
T00694,2025-05-17,22:05,611,Apple,Groceries,0,Legitimate
T00695,2025-01-19,23:07,1524,Walmart,Clothing,1,Odd transaction hour
T00696,2025-01-27,05:38,748,Shell,Clothing,1,Odd transaction hour
T00697,2025-05-22,16:21,876,BestBuy,Clothing,0,Legitimate
T00698,2025-04-25,04:05,1580,Nike,Entertainment,1,Odd transaction hour
T00699,2025-05-23,08:45,526,Shell,Groceries,0,Legitimate
T00700,2025-08-05,02:14,395,eBay,Fuel,1,Odd transaction hour
